No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,year_month,date,Air Quality
12,2013,3,1,0,3.0,6.0,9.0,14.0,400.0,71.0,2.9,1028.2,0.1,0.0,N,3.7,Aotizhongxin,2013-3,2013-03-01,Poor
13,2013,3,1,0,3.0,6.0,7.0,13.0,300.0,74.0,3.9,1027.3,0.1,0.0,NNW,5.1,Aotizhongxin,2013-3,2013-03-01,Poor
14,2013,3,1,0,3.0,6.0,7.0,12.0,400.0,76.0,5.3,1026.2,0.1,0.0,NW,4.3,Aotizhongxin,2013-3,2013-03-01,Poor
15,2013,3,1,0,6.0,9.0,7.0,11.0,400.0,77.0,6.0,1025.9,0.1,0.0,NW,4.4,Aotizhongxin,2013-3,2013-03-01,Poor
16,2013,3,1,0,8.0,15.0,7.0,14.0,400.0,76.0,6.2,1025.7,0.1,0.0,NNE,2.8,Aotizhongxin,2013-3,2013-03-01,Poor
17,2013,3,1,0,9.0,19.0,9.0,13.0,400.0,76.0,5.9,1025.6,0.1,0.0,NNW,3.9,Aotizhongxin,2013-3,2013-03-01,Poor
18,2013,3,1,0,10.0,23.0,11.0,15.0,400.0,74.0,4.3,1026.3,0.1,0.0,NNE,2.8,Aotizhongxin,2013-3,2013-03-01,Poor
19,2013,3,1,0,11.0,20.0,8.0,20.0,500.0,70.0,3.1,1027.4,0.1,0.0,NNE,2.1,Aotizhongxin,2013-3,2013-03-01,Poor
20,2013,3,1,0,8.0,14.0,12.0,30.0,500.0,60.0,2.3,1028.3,0.1,0.0,N,2.8,Aotizhongxin,2013-3,2013-03-01,Poor
21,2013,3,1,0,11.0,17.0,13.0,33.0,600.0,55.0,1.7,1029.1,0.1,0.0,N,2.1,Aotizhongxin,2013-3,2013-03-01,Poor
22,2013,3,1,0,12.0,18.0,16.0,35.0,500.0,50.0,0.6,1030.1,0.1,0.0,ENE,0.8,Aotizhongxin,2013-3,2013-03-01,Poor
23,2013,3,1,0,15.0,19.0,21.0,57.0,700.0,32.0,0.9,1030.5,0.1,0.0,ENE,1.8,Aotizhongxin,2013-3,2013-03-01,Poor
24,2013,3,1,0,24.0,24.0,26.0,54.0,600.0,36.0,0.1,1030.5,0.1,0.0,ENE,1.4,Aotizhongxin,2013-3,2013-03-01,Poor
25,2013,3,2,0,22.0,24.0,24.0,44.0,500.0,44.0,0.1,1031.0,0.1,0.0,ENE,1.4,Aotizhongxin,2013-3,2013-03-02,Poor
26,2013,3,2,0,14.0,17.0,21.0,36.0,400.0,50.0,0.1,1031.3,0.1,0.0,NNE,1.1,Aotizhongxin,2013-3,2013-03-02,Poor
27,2013,3,2,0,13.0,13.0,20.0,37.0,400.0,47.0,0.1,1030.9,0.1,0.0,E,1.7,Aotizhongxin,2013-3,2013-03-02,Poor
28,2013,3,2,0,3.0,9.0,13.0,34.0,400.0,52.0,0.1,1030.6,0.1,0.0,NNE,1.4,Aotizhongxin,2013-3,2013-03-02,Poor
29,2013,3,2,0,3.0,7.0,18.0,43.0,400.0,43.0,0.1,1030.8,0.1,0.0,NNW,0.9,Aotizhongxin,2013-3,2013-03-02,Poor
30,2013,3,2,0,9.0,11.0,19.0,70.0,500.0,20.0,0.1,1030.1,0.1,0.0,NNE,2.0,Aotizhongxin,2013-3,2013-03-02,Poor
31,2013,3,2,0,4.0,10.0,28.0,46.0,500.0,39.0,0.1,1029.6,0.1,0.0,NW,0.7,Aotizhongxin,2013-3,2013-03-02,Poor
32,2013,3,2,0,3.0,11.0,34.0,58.0,500.0,27.0,0.1,1029.8,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-02,Poor
33,2013,3,2,0,3.0,7.0,21.0,49.0,500.0,43.0,0.1,1029.6,0.1,0.0,NE,1.8,Aotizhongxin,2013-3,2013-03-02,Poor
34,2013,3,2,0,10.0,14.0,47.0,62.0,700.0,29.0,0.6,1029.7,0.1,0.0,NE,1.7,Aotizhongxin,2013-3,2013-03-02,Poor
35,2013,3,2,0,11.0,19.0,36.0,60.0,600.0,34.0,1.7,1028.9,0.1,0.0,W,1.6,Aotizhongxin,2013-3,2013-03-02,Poor
36,2013,3,2,0,18.0,29.0,36.0,70.0,800.0,27.0,2.2,1028.2,0.1,0.0,SSW,3.1,Aotizhongxin,2013-3,2013-03-02,Poor
37,2013,3,2,0,26.0,30.0,25.0,76.0,900.0,22.0,2.7,1027.3,0.1,0.0,WSW,2.7,Aotizhongxin,2013-3,2013-03-02,Poor
38,2013,3,2,0,25.0,33.0,20.0,57.0,700.0,39.0,3.3,1025.7,0.1,0.0,W,1.5,Aotizhongxin,2013-3,2013-03-02,Poor
39,2013,3,2,0,26.0,35.0,22.0,54.0,700.0,43.0,3.8,1024.8,0.1,0.0,SE,1.3,Aotizhongxin,2013-3,2013-03-02,Poor
40,2013,3,2,0,37.0,40.0,24.0,55.0,700.0,44.0,3.9,1024.1,0.1,0.0,WNW,1.2,Aotizhongxin,2013-3,2013-03-02,Poor
41,2013,3,2,0,37.0,46.0,29.0,63.0,1000.0,38.0,3.5,1023.6,0.1,0.0,WSW,2.5,Aotizhongxin,2013-3,2013-03-02,Poor
42,2013,3,2,0,44.0,58.0,45.0,77.0,1200.0,30.0,2.2,1023.4,0.1,0.0,SSE,0.4,Aotizhongxin,2013-3,2013-03-02,Poor
43,2013,3,2,0,54.0,79.0,50.0,80.0,1100.0,24.0,1.2,1023.2,0.1,0.0,W,0.9,Aotizhongxin,2013-3,2013-03-02,Poor
44,2013,3,2,0,61.0,86.0,50.0,97.0,1300.0,10.0,1.5,1022.9,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-02,Poor
45,2013,3,2,0,67.0,96.0,54.0,108.0,1399.0,2.0,1.2,1022.9,0.1,0.0,NNE,1.2,Aotizhongxin,2013-3,2013-03-02,Poor
46,2013,3,2,0,74.0,103.0,72.0,107.0,1399.0,2.0,0.6,1022.6,0.1,0.0,NE,1.3,Aotizhongxin,2013-3,2013-03-02,Poor
47,2013,3,2,0,81.0,113.0,84.0,110.0,1500.0,3.0,0.1,1022.3,0.1,0.0,NNE,1.4,Aotizhongxin,2013-3,2013-03-02,Poor
48,2013,3,2,0,93.0,120.0,87.0,107.0,1700.0,2.0,0.1,1021.1,0.1,0.0,N,1.3,Aotizhongxin,2013-3,2013-03-02,Poor
49,2013,3,3,0,112.0,130.0,73.0,100.0,1899.0,2.0,0.1,1020.4,0.1,0.0,NNE,1.2,Aotizhongxin,2013-3,2013-03-03,Poor
50,2013,3,3,0,109.0,132.0,80.0,101.0,2000.0,2.0,0.1,1019.4,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-03,Poor
51,2013,3,3,0,110.0,132.0,98.0,99.0,2000.0,2.0,0.1,1018.3,0.1,0.0,NE,1.4,Aotizhongxin,2013-3,2013-03-03,Poor
52,2013,3,3,0,105.0,129.0,88.0,100.0,2000.0,2.0,0.1,1017.2,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-03,Poor
53,2013,3,3,0,106.0,136.0,79.0,92.0,2000.0,2.0,0.1,1016.9,0.1,0.0,NNE,0.9,Aotizhongxin,2013-3,2013-03-03,Poor
54,2013,3,3,0,101.0,135.0,64.0,87.0,2000.0,2.0,0.1,1016.3,0.1,0.0,N,0.8,Aotizhongxin,2013-3,2013-03-03,Poor
55,2013,3,3,0,91.0,142.0,67.0,87.0,2000.0,2.0,0.1,1016.2,0.1,0.0,NNE,0.8,Aotizhongxin,2013-3,2013-03-03,Poor
56,2013,3,3,0,79.0,116.0,83.0,91.0,2000.0,2.0,0.1,1016.5,0.1,0.0,NE,1.5,Aotizhongxin,2013-3,2013-03-03,Poor
57,2013,3,3,0,77.0,110.0,123.0,90.0,2000.0,2.0,0.7,1016.2,0.1,0.0,NNE,2.3,Aotizhongxin,2013-3,2013-03-03,Poor
58,2013,3,3,0,83.0,119.0,135.0,90.0,2000.0,3.0,3.5,1015.8,0.1,0.0,NNE,0.4,Aotizhongxin,2013-3,2013-03-03,Poor
59,2013,3,3,0,94.0,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,0.1,0.0,N,1.3,Aotizhongxin,2013-3,2013-03-03,Poor
60,2013,3,3,0,96.0,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,0.1,0.0,ESE,0.9,Aotizhongxin,2013-3,2013-03-03,Poor
61,2013,3,3,0,91.0,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,0.1,0.0,W,1.1,Aotizhongxin,2013-3,2013-03-03,Poor
62,2013,3,3,0,98.0,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,0.1,0.0,W,5.9,Aotizhongxin,2013-3,2013-03-03,Poor
63,2013,3,3,0,72.0,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,0.1,0.0,WNW,4.3,Aotizhongxin,2013-3,2013-03-03,Poor
64,2013,3,3,0,48.0,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,0.1,0.0,WNW,2.0,Aotizhongxin,2013-3,2013-03-03,Poor
65,2013,3,3,0,28.0,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,0.1,0.0,NW,2.9,Aotizhongxin,2013-3,2013-03-03,Poor
66,2013,3,3,0,26.0,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,0.1,0.0,WSW,1.7,Aotizhongxin,2013-3,2013-03-03,Poor
67,2013,3,3,0,24.0,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,0.1,0.0,NW,1.6,Aotizhongxin,2013-3,2013-03-03,Poor
68,2013,3,3,0,19.0,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,0.1,0.0,NNW,2.0,Aotizhongxin,2013-3,2013-03-03,Poor
69,2013,3,3,0,60.0,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,0.1,0.0,N,0.9,Aotizhongxin,2013-3,2013-03-03,Poor
70,2013,3,3,0,117.0,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,0.1,0.0,N,0.0,Aotizhongxin,2013-3,2013-03-03,Poor
71,2013,3,3,0,54.0,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,0.1,0.0,NNE,1.8,Aotizhongxin,2013-3,2013-03-03,Poor
72,2013,3,3,0,46.0,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,0.1,0.0,NNW,1.7,Aotizhongxin,2013-3,2013-03-03,Poor
73,2013,3,4,0,42.0,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,0.1,0.0,N,2.6,Aotizhongxin,2013-3,2013-03-04,Poor
74,2013,3,4,0,49.0,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,0.1,0.0,N,2.8,Aotizhongxin,2013-3,2013-03-04,Poor
75,2013,3,4,0,34.0,62.0,0.1,14.0,300.0,68.0,8.1,1016.7,0.1,0.0,N,4.3,Aotizhongxin,2013-3,2013-03-04,Poor
76,2013,3,4,0,12.0,34.0,6.0,12.0,0.1,77.0,7.2,1016.9,0.1,0.0,N,2.8,Aotizhongxin,2013-3,2013-03-04,Moderate
77,2013,3,4,0,7.0,18.0,14.0,0.1,400.0,42.0,6.0,1018.0,0.1,0.0,NNW,1.0,Aotizhongxin,2013-3,2013-03-04,Poor
78,2013,3,4,0,10.0,24.0,18.0,45.0,400.0,40.0,2.7,1018.6,0.1,0.0,SSE,0.5,Aotizhongxin,2013-3,2013-03-04,Poor
79,2013,3,4,0,13.0,32.0,24.0,65.0,500.0,22.0,3.8,1018.9,0.1,0.0,N,2.3,Aotizhongxin,2013-3,2013-03-04,Poor
80,2013,3,4,0,14.0,36.0,30.0,70.0,600.0,17.0,6.5,1019.7,0.1,0.0,N,2.3,Aotizhongxin,2013-3,2013-03-04,Poor
81,2013,3,4,0,13.0,35.0,38.0,70.0,700.0,21.0,9.0,1020.7,0.1,0.0,NE,3.1,Aotizhongxin,2013-3,2013-03-04,Poor
82,2013,3,4,0,15.0,32.0,26.0,36.0,500.0,52.0,10.6,1020.8,0.1,0.0,NNE,1.3,Aotizhongxin,2013-3,2013-03-04,Poor
83,2013,3,4,0,16.0,24.0,22.0,36.0,600.0,57.0,11.9,1020.4,0.1,0.0,NE,2.1,Aotizhongxin,2013-3,2013-03-04,Poor
84,2013,3,4,0,18.0,33.0,18.0,27.0,400.0,68.0,13.1,1020.0,0.1,0.0,NE,3.0,Aotizhongxin,2013-3,2013-03-04,Poor
85,2013,3,4,0,13.0,28.0,12.0,14.0,400.0,77.0,14.2,1018.9,0.1,0.0,N,2.7,Aotizhongxin,2013-3,2013-03-04,Poor
86,2013,3,4,0,3.0,12.0,7.0,12.0,300.0,82.0,15.3,1017.8,0.1,0.0,S,2.0,Aotizhongxin,2013-3,2013-03-04,Poor
87,2013,3,4,0,3.0,10.0,8.0,13.0,400.0,84.0,15.2,1017.0,0.1,0.0,SW,0.7,Aotizhongxin,2013-3,2013-03-04,Poor
88,2013,3,4,0,10.0,13.0,9.0,15.0,400.0,84.0,15.3,1016.3,0.1,0.0,SSW,2.4,Aotizhongxin,2013-3,2013-03-04,Poor
89,2013,3,4,0,14.0,20.0,10.0,34.0,500.0,70.0,14.5,1015.7,0.1,0.0,S,2.6,Aotizhongxin,2013-3,2013-03-04,Poor
90,2013,3,4,0,20.0,33.0,14.0,40.0,500.0,78.0,12.7,1015.9,0.1,0.0,SW,2.6,Aotizhongxin,2013-3,2013-03-04,Poor
91,2013,3,4,0,25.0,44.0,13.0,43.0,600.0,75.0,11.6,1016.5,0.1,0.0,SSW,3.4,Aotizhongxin,2013-3,2013-03-04,Poor
92,2013,3,4,0,31.0,63.0,17.0,61.0,700.0,53.0,10.9,1016.6,0.1,0.0,SW,3.5,Aotizhongxin,2013-3,2013-03-04,Poor
93,2013,3,4,0,34.0,84.0,18.0,76.0,800.0,40.0,9.9,1016.9,0.1,0.0,SSW,3.1,Aotizhongxin,2013-3,2013-03-04,Poor
94,2013,3,4,0,40.0,85.0,40.0,76.0,800.0,39.0,8.4,1016.9,0.1,0.0,SSW,2.1,Aotizhongxin,2013-3,2013-03-04,Poor
95,2013,3,4,0,51.0,91.0,46.0,85.0,1000.0,31.0,8.6,1016.3,0.1,0.0,SSW,2.4,Aotizhongxin,2013-3,2013-03-04,Poor
96,2013,3,4,0,58.0,94.0,46.0,86.0,1100.0,84.0,7.7,1015.7,0.1,0.0,SW,2.1,Aotizhongxin,2013-3,2013-03-04,Poor
97,2013,3,5,0,71.0,108.0,66.0,78.0,1100.0,84.0,4.7,1015.2,0.1,0.0,SW,1.6,Aotizhongxin,2013-3,2013-03-05,Poor
98,2013,3,5,0,91.0,127.0,75.0,75.0,1200.0,84.0,1.1,1014.7,0.1,0.0,SW,0.0,Aotizhongxin,2013-3,2013-03-05,Poor
99,2013,3,5,0,100.0,129.0,58.0,79.0,1200.0,84.0,0.1,1014.4,0.1,0.0,S,0.0,Aotizhongxin,2013-3,2013-03-05,Poor
100,2013,3,5,0,103.0,130.0,66.0,83.0,1399.0,84.0,0.2,1014.0,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-05,Poor
101,2013,3,5,0,115.0,151.0,76.0,92.0,2000.0,84.0,1.8,1013.7,0.1,0.0,NE,1.5,Aotizhongxin,2013-3,2013-03-05,Poor
102,2013,3,5,0,117.0,153.0,91.0,91.0,2000.0,84.0,0.6,1013.9,0.1,0.0,N,0.8,Aotizhongxin,2013-3,2013-03-05,Poor
103,2013,3,5,0,104.0,145.0,94.0,89.0,2000.0,84.0,0.1,1013.4,0.1,0.0,NE,1.3,Aotizhongxin,2013-3,2013-03-05,Poor
104,2013,3,5,0,106.0,146.0,82.0,87.0,2000.0,84.0,2.9,1013.4,0.1,0.0,NNE,1.3,Aotizhongxin,2013-3,2013-03-05,Poor
105,2013,3,5,0,111.0,147.0,101.0,87.0,2000.0,84.0,5.1,1013.4,0.1,0.0,NNE,1.2,Aotizhongxin,2013-3,2013-03-05,Poor
106,2013,3,5,0,114.0,159.0,114.0,92.0,2000.0,84.0,7.7,1012.8,0.1,0.0,NNE,1.5,Aotizhongxin,2013-3,2013-03-05,Poor
107,2013,3,5,0,131.0,177.0,107.0,104.0,2000.0,84.0,9.4,1012.0,0.1,0.0,NE,1.5,Aotizhongxin,2013-3,2013-03-05,Poor
108,2013,3,5,0,138.0,184.0,109.0,115.0,2000.0,84.0,10.6,1011.1,0.1,0.0,NNE,1.4,Aotizhongxin,2013-3,2013-03-05,Poor
109,2013,3,5,0,142.0,184.0,104.0,136.0,2000.0,15.0,11.9,1009.7,0.1,0.0,NNW,1.3,Aotizhongxin,2013-3,2013-03-05,Poor
110,2013,3,5,0,163.0,193.0,94.0,147.0,2000.0,84.0,12.6,1008.5,0.1,0.0,N,1.0,Aotizhongxin,2013-3,2013-03-05,Poor
111,2013,3,5,0,168.0,182.0,85.0,158.0,2000.0,84.0,13.5,1007.7,0.1,0.0,NNE,1.4,Aotizhongxin,2013-3,2013-03-05,Poor
112,2013,3,5,0,165.0,171.0,85.0,172.0,2000.0,78.0,13.8,1007.2,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-05,Poor
113,2013,3,5,0,166.0,186.0,97.0,194.0,2000.0,78.0,13.2,1007.1,0.1,0.0,NE,2.0,Aotizhongxin,2013-3,2013-03-05,Poor
114,2013,3,5,0,190.0,218.0,101.0,204.0,2000.0,75.0,12.1,1007.7,0.1,0.0,NNE,1.6,Aotizhongxin,2013-3,2013-03-05,Poor
115,2013,3,5,0,203.0,248.0,107.0,197.0,2000.0,53.0,9.0,1008.2,0.1,0.0,NE,1.4,Aotizhongxin,2013-3,2013-03-05,Poor
116,2013,3,5,0,210.0,255.0,103.0,188.0,2000.0,40.0,5.3,1008.5,0.1,0.0,ESE,0.0,Aotizhongxin,2013-3,2013-03-05,Poor
117,2013,3,5,0,205.0,244.0,106.0,189.0,2000.0,39.0,3.3,1008.7,0.1,0.0,N,0.2,Aotizhongxin,2013-3,2013-03-05,Poor
118,2013,3,5,0,215.0,252.0,93.0,178.0,2000.0,31.0,2.9,1009.0,0.1,0.0,NNE,1.2,Aotizhongxin,2013-3,2013-03-05,Poor
119,2013,3,5,0,219.0,253.0,92.0,169.0,2000.0,29.0,5.2,1008.9,0.1,0.0,NE,1.1,Aotizhongxin,2013-3,2013-03-05,Poor
120,2013,3,5,0,226.0,269.0,147.0,184.0,2000.0,29.0,4.9,1008.4,0.1,0.0,NE,1.4,Aotizhongxin,2013-3,2013-03-05,Poor
121,2013,3,6,0,284.0,315.0,133.0,174.0,2000.0,28.0,4.9,1008.5,0.1,0.0,NE,1.2,Aotizhongxin,2013-3,2013-03-06,Poor
122,2013,3,6,0,272.0,300.0,131.0,166.0,2000.0,22.0,4.8,1008.3,0.1,0.0,NE,1.5,Aotizhongxin,2013-3,2013-03-06,Poor
123,2013,3,6,0,242.0,265.0,109.0,146.0,2000.0,22.0,4.1,1007.8,0.1,0.0,NE,1.9,Aotizhongxin,2013-3,2013-03-06,Poor
124,2013,3,6,0,212.0,229.0,90.0,141.0,2000.0,22.0,4.0,1007.6,0.1,0.0,NE,1.9,Aotizhongxin,2013-3,2013-03-06,Poor
125,2013,3,6,0,192.0,203.0,83.6808,140.4252,0.1,22.0,3.9,1007.3,0.1,0.0,NE,1.4,Aotizhongxin,2013-3,2013-03-06,Poor
126,2013,3,6,0,188.0,194.0,92.0,143.0,2000.0,22.0,4.1,1007.8,0.1,0.0,NE,1.6,Aotizhongxin,2013-3,2013-03-06,Poor
127,2013,3,6,0,186.0,194.0,94.0,131.0,2000.0,22.0,4.5,1008.4,0.1,0.0,NE,2.0,Aotizhongxin,2013-3,2013-03-06,Poor
128,2013,3,6,0,188.0,196.0,92.0,129.0,2000.0,22.0,5.7,1009.3,0.1,0.0,NE,1.7,Aotizhongxin,2013-3,2013-03-06,Poor
129,2013,3,6,0,194.0,205.0,102.0,113.0,2000.0,22.0,6.6,1009.3,0.1,0.0,NE,1.7,Aotizhongxin,2013-3,2013-03-06,Poor
130,2013,3,6,0,184.0,198.0,98.0,102.0,2000.0,22.0,7.5,1009.1,0.1,0.0,NE,1.7,Aotizhongxin,2013-3,2013-03-06,Poor
131,2013,3,6,0,175.0,198.0,107.0,103.0,2000.0,22.0,8.7,1008.6,0.1,0.0,NE,1.5,Aotizhongxin,2013-3,2013-03-06,Poor
132,2013,3,6,0,179.0,212.0,119.0,105.0,2000.0,22.0,10.1,1007.7,0.1,0.0,NE,1.4,Aotizhongxin,2013-3,2013-03-06,Poor
133,2013,3,6,0,192.0,219.0,124.0,113.0,2000.0,22.0,11.1,1006.9,0.1,0.0,ENE,0.4,Aotizhongxin,2013-3,2013-03-06,Poor
134,2013,3,6,0,201.0,233.0,126.0,136.0,2000.0,22.0,12.6,1005.8,0.1,0.0,WSW,1.5,Aotizhongxin,2013-3,2013-03-06,Poor
135,2013,3,6,0,230.0,265.0,130.0,146.0,2000.0,14.0,14.5,1005.5,0.1,0.0,SSE,1.6,Aotizhongxin,2013-3,2013-03-06,Poor
136,2013,3,6,0,246.0,277.0,140.0,157.0,2000.0,10.0,14.7,1005.5,0.1,0.0,SSW,2.5,Aotizhongxin,2013-3,2013-03-06,Poor
137,2013,3,6,0,248.0,285.0,154.0,146.0,2000.0,17.0,14.2,1005.5,0.1,0.0,S,1.4,Aotizhongxin,2013-3,2013-03-06,Poor
138,2013,3,6,0,230.0,276.0,145.0,171.0,2000.0,17.0,11.6,1005.9,0.1,0.0,SSW,1.1,Aotizhongxin,2013-3,2013-03-06,Poor
139,2013,3,6,0,239.0,291.0,142.0,177.0,2000.0,17.0,6.8,1006.8,0.1,0.0,WSW,0.9,Aotizhongxin,2013-3,2013-03-06,Poor
140,2013,3,6,0,242.0,338.0,124.0,164.0,2000.0,17.0,5.1,1007.6,0.1,0.0,WSW,1.2,Aotizhongxin,2013-3,2013-03-06,Poor
141,2013,3,6,0,254.0,396.0,107.0,154.0,2000.0,17.0,4.4,1008.2,0.1,0.0,SSW,1.1,Aotizhongxin,2013-3,2013-03-06,Poor
142,2013,3,6,0,266.0,380.0,117.0,159.0,2000.0,17.0,3.8,1007.7,0.1,0.0,WSW,1.9,Aotizhongxin,2013-3,2013-03-06,Poor
143,2013,3,6,0,254.0,335.0,111.0,148.0,2000.0,17.0,2.4,1007.3,0.1,0.0,WSW,1.2,Aotizhongxin,2013-3,2013-03-06,Poor
144,2013,3,6,0,260.0,360.0,119.0,145.0,2000.0,17.0,2.3,1007.2,0.1,0.0,NNE,1.3,Aotizhongxin,2013-3,2013-03-06,Poor
145,2013,3,7,0,250.0,319.0,102.0,139.0,2000.0,17.0,1.5,1007.1,0.1,0.0,NNE,0.8,Aotizhongxin,2013-3,2013-03-07,Poor
146,2013,3,7,0,240.0,297.0,91.0,127.0,2000.0,17.0,0.7,1007.1,0.1,0.0,SE,1.2,Aotizhongxin,2013-3,2013-03-07,Poor
147,2013,3,7,0,238.0,294.0,83.0,133.0,2000.0,17.0,1.5,1006.9,0.1,0.0,NNE,0.6,Aotizhongxin,2013-3,2013-03-07,Poor
148,2013,3,7,0,243.0,293.0,86.0,121.0,2000.0,17.0,0.3,1006.5,0.1,0.0,WNW,1.7,Aotizhongxin,2013-3,2013-03-07,Poor
149,2013,3,7,0,246.0,304.0,57.0,113.0,2000.0,17.0,0.1,1006.4,0.1,0.0,N,0.5,Aotizhongxin,2013-3,2013-03-07,Poor
150,2013,3,7,0,275.0,337.0,46.0,103.0,2000.0,17.0,1.6,1006.7,0.1,0.0,NNE,1.7,Aotizhongxin,2013-3,2013-03-07,Poor
151,2013,3,7,0,306.0,366.0,41.0,114.0,2000.0,17.0,0.3,1006.6,0.1,0.0,SW,0.4,Aotizhongxin,2013-3,2013-03-07,Poor
152,2013,3,7,0,320.0,374.0,46.0,124.0,2000.0,17.0,2.4,1006.8,0.1,0.0,NNE,1.5,Aotizhongxin,2013-3,2013-03-07,Poor
153,2013,3,7,0,292.0,344.0,78.0,106.0,2000.0,17.0,8.3,1006.5,0.1,0.0,NNE,0.8,Aotizhongxin,2013-3,2013-03-07,Poor
154,2013,3,7,0,251.0,282.0,182.0,116.0,2000.0,17.0,10.1,1006.1,0.1,0.0,W,0.6,Aotizhongxin,2013-3,2013-03-07,Poor
155,2013,3,7,0,228.0,255.0,166.0,135.0,2000.0,17.0,12.7,1005.5,0.1,0.0,ENE,1.2,Aotizhongxin,2013-3,2013-03-07,Poor
156,2013,3,7,0,217.0,255.0,169.0,171.0,2000.0,17.0,16.5,1003.6,0.1,0.0,WSW,1.7,Aotizhongxin,2013-3,2013-03-07,Poor
157,2013,3,7,0,255.0,311.0,154.0,201.0,2000.0,17.0,17.1,1001.6,0.1,0.0,SSW,3.7,Aotizhongxin,2013-3,2013-03-07,Poor
158,2013,3,7,0,258.0,283.0,111.0,226.0,2000.0,17.0,17.7,1000.2,0.1,0.0,SW,3.1,Aotizhongxin,2013-3,2013-03-07,Poor
159,2013,3,7,0,277.0,284.0,102.0,167.0,2000.0,39.0,18.3,998.6,0.1,0.0,SSW,3.6,Aotizhongxin,2013-3,2013-03-07,Poor
160,2013,3,7,0,282.0,326.0,79.0,130.0,2000.0,61.0,18.6,997.6,0.1,0.0,SSW,3.3,Aotizhongxin,2013-3,2013-03-07,Poor
161,2013,3,7,0,267.0,310.0,62.0,97.0,1899.0,80.0,17.9,997.2,0.1,0.0,SW,1.9,Aotizhongxin,2013-3,2013-03-07,Poor
162,2013,3,7,0,216.0,257.0,64.0,86.0,1600.0,84.0,15.4,997.1,0.1,0.0,NNW,1.4,Aotizhongxin,2013-3,2013-03-07,Poor
163,2013,3,7,0,201.0,255.0,76.0,125.0,1899.0,84.0,14.4,997.4,0.1,0.0,N,1.9,Aotizhongxin,2013-3,2013-03-07,Poor
